augmented,original,category
"The Tewave Concept: Tewave is a mobile dating application focused on personality types and compatibility, launched in April 2019, with a user base of over 3,000 active members.","The Tewave Concept : Jewave is a mobile dating application by type of personality and compatibility launched in April 2019 with more than 3,000 active users.",1
We are highly regarded in the dating site market.,We are very well referenced on the market of the dating sites  ,1
We’re really well-known in the dating site market.,We are very well referenced on the market of the dating sites  ,1
We’re proud to say we’re very well-recognized in the dating site market!,We are very well referenced on the market of the dating sites  ,1
We are well-referenced and recognized within the dating site market.,We are very well referenced on the market of the dating sites  ,1
"With $20,000, we will be able to: fix interface bugs, improve the app's animations, enable registration through platforms other than Facebook (such as Instagram, Gmail, and phone number), perform graphic enhancements while maintaining the UX/UI design, integrate specific filters for compatibility results, implement beta monetization (with the option of a full refund in case of user dissatisfaction), and increase user retention. The deadline for these improvements is set at 3 months.","$20,000, will allow : Fix interface bugs, Fluidify the animation of the application, Registration via platforms other than Facebook (instagram, gmail, phone number), Graphic retouching while keeping the UX/UI design, Integration of specific filters for compatibility results, Beta monetization of the application (possibility of full refund in case of user dissatisfaction), Increase user retention. Deadline in 3 Months.",1
"$20,000 will help us: fix bugs, smooth out animations, add new ways to sign up (Instagram, Gmail, phone), make some graphic tweaks without changing the design, add filters for compatibility, try out beta monetization with refunds if people aren’t happy, and keep more users. We plan to get all this done in 3 months.","$20,000, will allow : Fix interface bugs, Fluidify the animation of the application, Registration via platforms other than Facebook (instagram, gmail, phone number), Graphic retouching while keeping the UX/UI design, Integration of specific filters for compatibility results, Beta monetization of the application (possibility of full refund in case of user dissatisfaction), Increase user retention. Deadline in 3 Months.",1
"With $20,000, we can do so much! We’ll fix interface bugs, smooth out the animations, add more ways to sign up (like Instagram, Gmail, and phone numbers), refine the graphics while keeping the UX/UI design, add cool compatibility filters, launch beta monetization with a full refund guarantee, and boost user retention. And we’re aiming to get it all done in just 3 months!","$20,000, will allow : Fix interface bugs, Fluidify the animation of the application, Registration via platforms other than Facebook (instagram, gmail, phone number), Graphic retouching while keeping the UX/UI design, Integration of specific filters for compatibility results, Beta monetization of the application (possibility of full refund in case of user dissatisfaction), Increase user retention. Deadline in 3 Months.",1
"An investment of $20,000 will allow us to address interface bugs, improve application animations, enable registration through additional platforms (Instagram, Gmail, phone number), perform graphic touch-ups while maintaining the UX/UI design, integrate specific filters for compatibility results, initiate beta monetization with the option of a full refund for dissatisfied users, and enhance user retention. Our target deadline for these updates is 3 months.","$20,000, will allow : Fix interface bugs, Fluidify the animation of the application, Registration via platforms other than Facebook (instagram, gmail, phone number), Graphic retouching while keeping the UX/UI design, Integration of specific filters for compatibility results, Beta monetization of the application (possibility of full refund in case of user dissatisfaction), Increase user retention. Deadline in 3 Months.",1
"Our customer strategy and investor appeal for the next phase include: UX/UI redesign, application monetization, algorithm development, expanding Jewave to new user demographics, and creating a more engaging and attractive interface. The deadline for achieving these objectives is 6 months.",Customer strategy and investor attractiveness to take the next step: UX/UI redesign; Monetization of the application; Algorithm development; Universalize Jewave to new user targets; Playful and attractive interface. Deadline in 6 Months,1
"Our plan to attract more customers and investors includes: redesigning the UX/UI, monetizing the app, improving the algorithm, expanding Jewave to new types of users, and making the interface more fun and engaging. We’re aiming to get this done in 6 months.",Customer strategy and investor attractiveness to take the next step: UX/UI redesign; Monetization of the application; Algorithm development; Universalize Jewave to new user targets; Playful and attractive interface. Deadline in 6 Months,1
"To take the next big step and attract customers and investors, we’re focusing on: a UX/UI redesign, app monetization, refining the algorithm, expanding Jewave to new user groups, and making the interface even more fun and appealing! We’re aiming to accomplish all of this in just 6 months!",Customer strategy and investor attractiveness to take the next step: UX/UI redesign; Monetization of the application; Algorithm development; Universalize Jewave to new user targets; Playful and attractive interface. Deadline in 6 Months,1
"Our strategy to enhance customer engagement and attract investors involves: redesigning the UX/UI, monetizing the application, developing the algorithm, expanding Jewave to target new user demographics, and making the interface more engaging and appealing. The deadline for these initiatives is 6 months.",Customer strategy and investor attractiveness to take the next step: UX/UI redesign; Monetization of the application; Algorithm development; Universalize Jewave to new user targets; Playful and attractive interface. Deadline in 6 Months,1
"To help you hear the Slite's sound quality in a conventional setting, we partnered with Tonepedia to create an interactive demo with optimal recording conditions.",We teamed up with Tonepedia to get an interactive demo of the Slite in perfect recording conditions for you to experience its sound on a traditional setup.,1
"We partnered with Tonepedia to create a fun and interactive demo of the Slite. You can hear how it sounds in ideal recording conditions, just like you would on a regular setup.",We teamed up with Tonepedia to get an interactive demo of the Slite in perfect recording conditions for you to experience its sound on a traditional setup.,1
We partnered with Tonepedia to create a live demo of the Slite with optimal sound quality for you to hear how it sounds on a classic setup.,We teamed up with Tonepedia to get an interactive demo of the Slite in perfect recording conditions for you to experience its sound on a traditional setup.,1
"To help you hear the Slite's sound quality in a conventional setting, we partnered with Tonepedia and created an interactive demo with optimal recording conditions.",We teamed up with Tonepedia to get an interactive demo of the Slite in perfect recording conditions for you to experience its sound on a traditional setup.,1
The Slite is a travel guitar that does not compromise on playability and comfort. You can take it with you wherever you go and enjoy its smooth and easy performance.,"Unlike other travel guitars, the Slite makes no concession to playability and ergonomics to allow you to carry your guitar everywhere.",1
The Slite is a travel guitar that doesn't compromise on how it feels and sounds. You can take it with you anywhere and enjoy playing it like a regular guitar.,"Unlike other travel guitars, the Slite makes no concession to playability and ergonomics to allow you to carry your guitar everywhere.",1
The Slite is a travel guitar that doesn't compromise on comfort and performance. You can take it with you anywhere and enjoy playing it as much as a regular guitar.,"Unlike other travel guitars, the Slite makes no concession to playability and ergonomics to allow you to carry your guitar everywhere.",1
The Slite is a travel guitar that does not compromise on comfort and performance. You can take it with you anywhere without sacrificing the quality of your playing experience.,"Unlike other travel guitars, the Slite makes no concession to playability and ergonomics to allow you to carry your guitar everywhere.",1
"Built to last, the Slite was meticulously engineered over six years of development to create an instrument with advanced capabilities, far beyond a mere novelty or toy.","Built to last : The Slite was carefully engineered over 6 years of development to deliver an instrument with enhanced abilities that is not a toy, neither a curiosity.",1
"The Slite is built to last! After six years of careful development, it’s a serious instrument with amazing features—not just a toy or a gimmick","Built to last : The Slite was carefully engineered over 6 years of development to deliver an instrument with enhanced abilities that is not a toy, neither a curiosity.",1
"Built to last, the Slite is the result of six years of dedicated engineering, offering incredible capabilities—it’s far more than just a toy or a curiosity!","Built to last : The Slite was carefully engineered over 6 years of development to deliver an instrument with enhanced abilities that is not a toy, neither a curiosity.",1
"Designed for durability, the Slite underwent six years of careful engineering to develop into an instrument with enhanced capabilities, far from being a toy or a novelty.","Built to last : The Slite was carefully engineered over 6 years of development to deliver an instrument with enhanced abilities that is not a toy, neither a curiosity.",1
"Our brand is located in the French Alps, where we combine our passion for music and nature with the local expertise in audio technology. We are a young and dynamic team that aims to create innovative products for outdoor enthusiasts.","About Reveho : We are a young brand based in the French Alps, inspired by the outdoors and music in an area recognized for its audio technology innovations.",1
We're a fresh team from the French Alps who love nature and tunes. We're surrounded by cutting-edge sound tech and we want to share it with you.,"About Reveho : We are a young brand based in the French Alps, inspired by the outdoors and music in an area recognized for its audio technology innovations.",1
"We're a fresh and dynamic brand from the French Alps, where we combine our passion for the outdoors and music with the cutting-edge audio technology innovations of our region.","About Reveho : We are a young brand based in the French Alps, inspired by the outdoors and music in an area recognized for its audio technology innovations.",1
"Our brand is new and located in the French Alps, where we combine our passion for nature and sound in a region known for its cutting-edge audio technology.","About Reveho : We are a young brand based in the French Alps, inspired by the outdoors and music in an area recognized for its audio technology innovations.",1
"We are a group of passionate musicians and innovative guitar players, with expertise in engineering and design.","The founding team : Our team is made of music lovers and forward thinking guitarists, skilled engineers and designers.",1
We're a bunch of guitar geeks and music fans who love to create and innovate. We have the engineering and design chops to make our vision a reality.,"The founding team : Our team is made of music lovers and forward thinking guitarists, skilled engineers and designers.",1
"We are a passionate group of musicians and guitar innovators, with the expertise and creativity to design and engineer amazing products.","The founding team : Our team is made of music lovers and forward thinking guitarists, skilled engineers and designers.",1
"We are a group of passionate musicians and innovative guitar players, with expertise in engineering and design.","The founding team : Our team is made of music lovers and forward thinking guitarists, skilled engineers and designers.",1
Our team collaborates with diverse guitarists and reputable guitar or audio brands to ensure the highest quality of instruments for our customers.,We are working closely with guitarists of all origins and stories as well as other guitar or audio brands to deliver the best quality instruments for you.,1
"Our team is collaborating with guitar players from different backgrounds and experiences, as well as other brands in the guitar or audio industry, to create the best quality instruments for you.",We are working closely with guitarists of all origins and stories as well as other guitar or audio brands to deliver the best quality instruments for you.,1
"Our team is collaborating with diverse and talented guitarists, as well as other reputable brands in the guitar and audio industry, to create the best quality instruments for you.",We are working closely with guitarists of all origins and stories as well as other guitar or audio brands to deliver the best quality instruments for you.,1
"Our goal is to create high-quality guitars that suit your needs and preferences. To achieve this, we collaborate with guitarists from different backgrounds and experiences, as well as other brands in the guitar and audio industry.",We are working closely with guitarists of all origins and stories as well as other guitar or audio brands to deliver the best quality instruments for you.,1
"Our goal was to innovate and improve upon existing designs for folding guitars, short and ultra-short scales, and digital guitars, expanding the guitar's functionality and making music creation more convenient.","We wanted to do things differently and more efficiently from what has already been done regarding folding guitars, short and ultra short scales, digital guitars and more, to expand the functionalities of the guitar even further, while making music creation more convenient.",1
"We wanted to do things differently and better than what’s been done with folding guitars, short scales, digital guitars, and more—making the guitar more functional and music creation easier.","We wanted to do things differently and more efficiently from what has already been done regarding folding guitars, short and ultra short scales, digital guitars and more, to expand the functionalities of the guitar even further, while making music creation more convenient.",1
"We set out to revolutionize the way things have been done with folding guitars, short and ultra-short scales, and digital guitars, pushing the guitar's functionality even further while making music creation more accessible and convenient!","We wanted to do things differently and more efficiently from what has already been done regarding folding guitars, short and ultra short scales, digital guitars and more, to expand the functionalities of the guitar even further, while making music creation more convenient.",1
"Our aim was to approach folding guitars, short and ultra-short scales, and digital guitars differently and more efficiently, expanding the guitar's capabilities and making the process of music creation more convenient.","We wanted to do things differently and more efficiently from what has already been done regarding folding guitars, short and ultra short scales, digital guitars and more, to expand the functionalities of the guitar even further, while making music creation more convenient.",1
"With the Slite, you can enjoy a unique guitar experience that fosters social connection and musical creativity. Unlike other guitars, the Slite lets you play anywhere, anytime, and with anyone.","The Slite can then become, more than any other guitar, a real tool for social interaction and spontaneous musical expression.",0
"With the Slite, you can jam with anyone, anywhere, anytime. It's not just a guitar, it's a social and musical adventure.","The Slite can then become, more than any other guitar, a real tool for social interaction and spontaneous musical expression.",0
"With the Slite, you can connect and jam with other musicians like never before. This guitar is not just an instrument, but a gateway to social and musical fun.","The Slite can then become, more than any other guitar, a real tool for social interaction and spontaneous musical expression.",0
"With the Slite, you can easily connect and play music with others, unlike any other guitar. It is a versatile instrument that lets you express yourself musically in any situation.","The Slite can then become, more than any other guitar, a real tool for social interaction and spontaneous musical expression.",0
"Drawing inspiration from leading guitar builders of our time, such as Jens Ritter, Ulrich Teuffel, Relish Guitars, and others, along with French designer Philippe Starck, we designed the Slite with the goal of maintaining uncompromised design and ergonomics while enhancing the instrument's functionality.","Inspired by the most forward-thinking guitar builders of this time, Jens Ritter, Ulrich Teuffel, Relish Guitars, and many more, as well as french designer Philippe Starck, we designed the Slite with a plan to make absolutely no concession on the design and ergonomics to add functionalities to our beloved instrument.",1
"Taking inspiration from top guitar makers like Jens Ritter, Ulrich Teuffel, Relish Guitars, and designer Philippe Starck, we created the Slite without compromising on design or ergonomics, while adding new features to the instrument we love.","Inspired by the most forward-thinking guitar builders of this time, Jens Ritter, Ulrich Teuffel, Relish Guitars, and many more, as well as french designer Philippe Starck, we designed the Slite with a plan to make absolutely no concession on the design and ergonomics to add functionalities to our beloved instrument.",1
"Inspired by some of the most forward-thinking guitar builders—Jens Ritter, Ulrich Teuffel, Relish Guitars, and more—along with visionary designer Philippe Starck, we set out to design the Slite with absolutely no compromises on design or ergonomics, all while adding amazing new features to our favorite instrument!","Inspired by the most forward-thinking guitar builders of this time, Jens Ritter, Ulrich Teuffel, Relish Guitars, and many more, as well as french designer Philippe Starck, we designed the Slite with a plan to make absolutely no concession on the design and ergonomics to add functionalities to our beloved instrument.",1
"Inspired by leading guitar builders like Jens Ritter, Ulrich Teuffel, Relish Guitars, and others, as well as French designer Philippe Starck, we created the Slite with a focus on maintaining flawless design and ergonomics while integrating enhanced functionality into the instrument.","Inspired by the most forward-thinking guitar builders of this time, Jens Ritter, Ulrich Teuffel, Relish Guitars, and many more, as well as french designer Philippe Starck, we designed the Slite with a plan to make absolutely no concession on the design and ergonomics to add functionalities to our beloved instrument.",1
"The Slite's final design was inspired by the sleek shapes of airplanes and minimalist electronics, which we discovered during a trip to Hong Kong with our first prototype.","After a trip to Hong Kong with the earliest prototype, the Slite’s current and final design was born, borrowing lines from airplanes and minimalist electronics items along the way.",0
The Slite's final look came to life after a Hong Kong trip with the first prototype. It was inspired by the sleek shapes of airplanes and minimalist gadgets.,"After a trip to Hong Kong with the earliest prototype, the Slite’s current and final design was born, borrowing lines from airplanes and minimalist electronics items along the way.",0
The Slite's final design came to life after a trip to Hong Kong with the first prototype. It was inspired by the sleek shapes of airplanes and minimalist electronics. We are thrilled to share it with you!,"After a trip to Hong Kong with the earliest prototype, the Slite’s current and final design was born, borrowing lines from airplanes and minimalist electronics items along the way.",0
"The Slite's final design was inspired by a trip to Hong Kong, where we tested the earliest prototype. We wanted to create a sleek and elegant product that resembles airplanes and minimalist electronics.","After a trip to Hong Kong with the earliest prototype, the Slite’s current and final design was born, borrowing lines from airplanes and minimalist electronics items along the way.",0
We engaged with teams from several industry-leading guitar builders of our time to discuss our goals and aspirations for the Slite.,We met with the teams of several industry-leading guitar builders of this era to discuss what we want to achieve with the Slite.,1
We sat down with teams from some of the top guitar makers out there to talk about what we want to do with the Slite.,We met with the teams of several industry-leading guitar builders of this era to discuss what we want to achieve with the Slite.,1
We had the exciting opportunity to meet with teams from some of the most cutting-edge guitar builders of today to share our vision for what we want to achieve with the Slite!,We met with the teams of several industry-leading guitar builders of this era to discuss what we want to achieve with the Slite.,1
We met with teams from several leading guitar builders in the industry to discuss our objectives for the development of the Slite.,We met with the teams of several industry-leading guitar builders of this era to discuss what we want to achieve with the Slite.,1
The feedback we received from fellow guitar enthusiasts was invaluable for our Slite project. We came back with many new ideas to improve our product and a strong confirmation that we are on the right track with our guitar.,"From those inspiring encounters with likeminded people, we brought home a lot of great ideas to keep innovating on the Slite, and the certitude that we are going in the right direction with our guitar.",1
We had a blast meeting other guitar enthusiasts and got tons of awesome feedback on how to make the Slite even better. We're super confident that our guitar is the future of music.,"From those inspiring encounters with likeminded people, we brought home a lot of great ideas to keep innovating on the Slite, and the certitude that we are going in the right direction with our guitar.",1
"We came back from meeting other passionate people with a lot of amazing ideas to keep improving the Slite, and the confidence that our guitar is on the right track.","From those inspiring encounters with likeminded people, we brought home a lot of great ideas to keep innovating on the Slite, and the certitude that we are going in the right direction with our guitar.",1
We learned a lot from meeting other passionate people and got many new ideas to improve the Slite. We also felt more confident that our guitar is on the right track.,"From those inspiring encounters with likeminded people, we brought home a lot of great ideas to keep innovating on the Slite, and the certitude that we are going in the right direction with our guitar.",1
"We want you to enjoy your Slite to the max when you receive it, so we partnered with TrueFire to offer you a 90 days All Access Pass to all their courses and a free course download (package value ~$120) for free with every pledge for a Slite.","Rewards : For you to experience your Slite at its fullest when you will get it, we teamed up with the people at TrueFire to give you a 90 days All Access Pass to all their courses and a free course download (package value ~$120) for free with every pledge for a Slite.",0
"We want you to enjoy your Slite to the max when you receive it, so we partnered with the awesome folks at TrueFire to offer you a 90 days All Access Pass to all their courses and a free course download (worth around $120) for free with every pledge for a Slite.","Rewards : For you to experience your Slite at its fullest when you will get it, we teamed up with the people at TrueFire to give you a 90 days All Access Pass to all their courses and a free course download (package value ~$120) for free with every pledge for a Slite.",0
"We want you to enjoy your Slite to the max when you receive it, so we partnered with the awesome folks at TrueFire to offer you a 90 days All Access Pass to all their courses and a free course download (worth ~$120) for free with every pledge for a Slite.","Rewards : For you to experience your Slite at its fullest when you will get it, we teamed up with the people at TrueFire to give you a 90 days All Access Pass to all their courses and a free course download (package value ~$120) for free with every pledge for a Slite.",0
"We want you to enjoy your Slite to the max when you receive it, so we partnered with TrueFire to offer you a great deal. With every pledge for a Slite, you get a free 90-day All Access Pass to all their courses and a free course download (worth ~$120).","Rewards : For you to experience your Slite at its fullest when you will get it, we teamed up with the people at TrueFire to give you a 90 days All Access Pass to all their courses and a free course download (package value ~$120) for free with every pledge for a Slite.",0
"The people supporting us include the team from Enhancia (Damien Le Boulaire, Hyun-Jai Lee, Mario Viola, Mathieu Herbelot) and collaborators from Grenoble INP (Nicolas Ruty, Julien Traveaux, Anne Vilcot, Christine Morales, Patrice Petitclair, Antoine Pisa, Jean-Paul Saunier).","The people around us: Enhancia (Damien Le Boulaire, Hyun-Jai Lee, Mario Viola, Mathieu Herbelot), Grenoble INP (Nicolas Ruty, Julien Traveaux, Anne Vilcot, Christine Morales, Patrice Petitclair, Antoine Pisa, Jean-Paul Saunier).",1
"A big shout-out to the people around us: the Enhancia team (Damien Le Boulaire, Hyun-Jai Lee, Mario Viola, Mathieu Herbelot) and the crew at Grenoble INP (Nicolas Ruty, Julien Traveaux, Anne Vilcot, Christine Morales, Patrice Petitclair, Antoine Pisa, Jean-Paul Saunier).","The people around us: Enhancia (Damien Le Boulaire, Hyun-Jai Lee, Mario Viola, Mathieu Herbelot), Grenoble INP (Nicolas Ruty, Julien Traveaux, Anne Vilcot, Christine Morales, Patrice Petitclair, Antoine Pisa, Jean-Paul Saunier).",1
"We're lucky to be surrounded by an amazing team of supporters, including Enhancia (Damien Le Boulaire, Hyun-Jai Lee, Mario Viola, Mathieu Herbelot) and the fantastic group from Grenoble INP (Nicolas Ruty, Julien Traveaux, Anne Vilcot, Christine Morales, Patrice Petitclair, Antoine Pisa, Jean-Paul Saunier)!","The people around us: Enhancia (Damien Le Boulaire, Hyun-Jai Lee, Mario Viola, Mathieu Herbelot), Grenoble INP (Nicolas Ruty, Julien Traveaux, Anne Vilcot, Christine Morales, Patrice Petitclair, Antoine Pisa, Jean-Paul Saunier).",1
"The individuals supporting us include members from Enhancia (Damien Le Boulaire, Hyun-Jai Lee, Mario Viola, Mathieu Herbelot) and Grenoble INP (Nicolas Ruty, Julien Traveaux, Anne Vilcot, Christine Morales, Patrice Petitclair, Antoine Pisa, Jean-Paul Saunier).","The people around us: Enhancia (Damien Le Boulaire, Hyun-Jai Lee, Mario Viola, Mathieu Herbelot), Grenoble INP (Nicolas Ruty, Julien Traveaux, Anne Vilcot, Christine Morales, Patrice Petitclair, Antoine Pisa, Jean-Paul Saunier).",1
"The people supporting us include Pépite Ozer (Christian Guicherd, Mathilde Lepeltier, Benoît Giovangrandi, Jérémy Touffut), CCI Grenoble (Agnès Dang), BPI (Luisa Pincinini), Crédit Mutuel (Odile Fix), and Relish Guitars (Silvan Kueng).","The people around us: Pépite Ozer (Christian Guicherd, Mathilde Lepeltier, Benoît Giovangrandi, Jérémy Touffut), CCI Grenoble (Agnès Dang), BPI (Luisa Pincinini), Crédit Mutuel (Odile Fix), Relish Guitars (Silvan Kueng).",1
"The people helping us out include the team at Pépite Ozer (Christian Guicherd, Mathilde Lepeltier, Benoît Giovangrandi, Jérémy Touffut), CCI Grenoble (Agnès Dang), BPI (Luisa Pincinini), Crédit Mutuel (Odile Fix), and Relish Guitars (Silvan Kueng).","The people around us: Pépite Ozer (Christian Guicherd, Mathilde Lepeltier, Benoît Giovangrandi, Jérémy Touffut), CCI Grenoble (Agnès Dang), BPI (Luisa Pincinini), Crédit Mutuel (Odile Fix), Relish Guitars (Silvan Kueng).",1
"We’re surrounded by an amazing group of supporters: Pépite Ozer (Christian Guicherd, Mathilde Lepeltier, Benoît Giovangrandi, Jérémy Touffut), CCI Grenoble (Agnès Dang), BPI (Luisa Pincinini), Crédit Mutuel (Odile Fix), and the fantastic team at Relish Guitars (Silvan Kueng)!","The people around us: Pépite Ozer (Christian Guicherd, Mathilde Lepeltier, Benoît Giovangrandi, Jérémy Touffut), CCI Grenoble (Agnès Dang), BPI (Luisa Pincinini), Crédit Mutuel (Odile Fix), Relish Guitars (Silvan Kueng).",1
"Our supporters include Pépite Ozer (Christian Guicherd, Mathilde Lepeltier, Benoît Giovangrandi, Jérémy Touffut), CCI Grenoble (Agnès Dang), BPI (Luisa Pincinini), Crédit Mutuel (Odile Fix), and Relish Guitars (Silvan Kueng).","The people around us: Pépite Ozer (Christian Guicherd, Mathilde Lepeltier, Benoît Giovangrandi, Jérémy Touffut), CCI Grenoble (Agnès Dang), BPI (Luisa Pincinini), Crédit Mutuel (Odile Fix), Relish Guitars (Silvan Kueng).",1
"The people supporting us include the James Dyson Foundation, Slate Digital (Fabrice Gabriel), Control Studio (Vadim Bernard, Pablo Alfaya, Jean-Pierre Maillard), Fondation Grenoble INP (Bernard Ugnon-Coussioz, Murielle Brachotte), and La Région Auvergne-Rhône-Alpes.","The people around us: Fondation James Dyson, Slate Digital (Fabrice Gabriel), Control Studio (Vadim Bernard, Pablo Alfaya, Jean-Pierre Maillard), Fondation Grenoble INP (Bernard Ugnon-Coussioz, Murielle Brachotte), La Région Auvergne-Rhône-Alpes.",1
"Helping us along the way are the James Dyson Foundation, Slate Digital (Fabrice Gabriel), Control Studio (Vadim Bernard, Pablo Alfaya, Jean-Pierre Maillard), Fondation Grenoble INP (Bernard Ugnon-Coussioz, Murielle Brachotte), and La Région Auvergne-Rhône-Alpes.","The people around us: Fondation James Dyson, Slate Digital (Fabrice Gabriel), Control Studio (Vadim Bernard, Pablo Alfaya, Jean-Pierre Maillard), Fondation Grenoble INP (Bernard Ugnon-Coussioz, Murielle Brachotte), La Région Auvergne-Rhône-Alpes.",1
"We’ve got amazing support from incredible people and organizations like the James Dyson Foundation, Slate Digital (Fabrice Gabriel), Control Studio (Vadim Bernard, Pablo Alfaya, Jean-Pierre Maillard), Fondation Grenoble INP (Bernard Ugnon-Coussioz, Murielle Brachotte), and La Région Auvergne-Rhône-Alpes!","The people around us: Fondation James Dyson, Slate Digital (Fabrice Gabriel), Control Studio (Vadim Bernard, Pablo Alfaya, Jean-Pierre Maillard), Fondation Grenoble INP (Bernard Ugnon-Coussioz, Murielle Brachotte), La Région Auvergne-Rhône-Alpes.",1
"Our supporters include the James Dyson Foundation, Slate Digital (Fabrice Gabriel), Control Studio (Vadim Bernard, Pablo Alfaya, Jean-Pierre Maillard), Fondation Grenoble INP (Bernard Ugnon-Coussioz, Murielle Brachotte), and La Région Auvergne-Rhône-Alpes.","The people around us: Fondation James Dyson, Slate Digital (Fabrice Gabriel), Control Studio (Vadim Bernard, Pablo Alfaya, Jean-Pierre Maillard), Fondation Grenoble INP (Bernard Ugnon-Coussioz, Murielle Brachotte), La Région Auvergne-Rhône-Alpes.",1
"The people supporting us include Réseau Entreprendre Isère (Fanny Muet), Vincent Jacquot, Nil Davy, Alix Le Floch, Clément Letouzé, Willy Lanneau, Nicolas Gandon, Dorian Oddo, Claire Desfrancois, along with our friends and families.","The people around us: Réseau Entreprendre Isère (Fanny Muet), Vincent Jacquot, Nil Davy, Alix Le Floch, Clément Letouzé, Willy Lanneau, Nicolas Gandon, Dorian Oddo, Claire Desfrancois, our friends and families.",1
"We’ve got support from Réseau Entreprendre Isère (Fanny Muet), Vincent Jacquot, Nil Davy, Alix Le Floch, Clément Letouzé, Willy Lanneau, Nicolas Gandon, Dorian Oddo, Claire Desfrancois, plus all of our friends and family.","The people around us: Réseau Entreprendre Isère (Fanny Muet), Vincent Jacquot, Nil Davy, Alix Le Floch, Clément Letouzé, Willy Lanneau, Nicolas Gandon, Dorian Oddo, Claire Desfrancois, our friends and families.",1
"We’re surrounded by incredible people, including Réseau Entreprendre Isère (Fanny Muet), Vincent Jacquot, Nil Davy, Alix Le Floch, Clément Letouzé, Willy Lanneau, Nicolas Gandon, Dorian Oddo, Claire Desfrancois, and of course, our amazing friends and families!","The people around us: Réseau Entreprendre Isère (Fanny Muet), Vincent Jacquot, Nil Davy, Alix Le Floch, Clément Letouzé, Willy Lanneau, Nicolas Gandon, Dorian Oddo, Claire Desfrancois, our friends and families.",1
"Our supporters include Réseau Entreprendre Isère (Fanny Muet), Vincent Jacquot, Nil Davy, Alix Le Floch, Clément Letouzé, Willy Lanneau, Nicolas Gandon, Dorian Oddo, Claire Desfrancois, as well as our friends and families.","The people around us: Réseau Entreprendre Isère (Fanny Muet), Vincent Jacquot, Nil Davy, Alix Le Floch, Clément Letouzé, Willy Lanneau, Nicolas Gandon, Dorian Oddo, Claire Desfrancois, our friends and families.",1
"We have dedicated countless hours to designing, developing, and refining LUCIA since its initial concept.","Prototyping : We have spent endless hours designing, developing, and improving LUCIA ever since the first sketch.",1
"We’ve put in endless hours designing, developing, and improving LUCIA ever since we made the first sketch.","Prototyping : We have spent endless hours designing, developing, and improving LUCIA ever since the first sketch.",1
"We’ve poured countless hours into designing, developing, and perfecting LUCIA from the very first sketch, and we’re thrilled with how far it’s come!","Prototyping : We have spent endless hours designing, developing, and improving LUCIA ever since the first sketch.",1
"Since the first sketch, we have invested endless hours into designing, developing, and continuously improving LUCIA.","Prototyping : We have spent endless hours designing, developing, and improving LUCIA ever since the first sketch.",1
Our electronics are produced by a reputable and quality-oriented manufacturer in South Korea.,We use a high-end electronics manufacturer based in South Korea.,1
Our electronics are made by a top-notch company in South Korea.,We use a high-end electronics manufacturer based in South Korea.,1
Our electronics are made by a top-notch company in South Korea that has a reputation for excellence and quality.,We use a high-end electronics manufacturer based in South Korea.,1
Our electronics are produced by a reputable and quality-oriented company in South Korea.,We use a high-end electronics manufacturer based in South Korea.,1
We are proud to announce that THE BEAM has received a prestigious Red Dot Award for its innovative design and functionality.,THE BEAM has been rewarded with a prestigious Red Dot Award.,1
"We're so proud to announce that THE BEAM got a Red Dot Award, one of the most respected design prizes in the world.",THE BEAM has been rewarded with a prestigious Red Dot Award.,1
We are thrilled to announce that THE BEAM has won a coveted Red Dot Award for its innovative design.,THE BEAM has been rewarded with a prestigious Red Dot Award.,1
"We are proud to announce that THE BEAM, our innovative product, has received a Red Dot Award for its outstanding design.",THE BEAM has been rewarded with a prestigious Red Dot Award.,1
"In 2019, we achieved a successful second Kickstarter campaign for our WHEEL & FRAME FLASH Hi-Vis Bike reflectors. These innovative products enhance the visibility and safety of cyclists on the road.",Beginning 2019 We successfully launched our 2nd Kickstarter  WHEEL & FRAME FLASH Hi-Vis Bike reflectors.,1
"In 2019, we had our second Kickstarter campaign for WHEEL & FRAME FLASH, our awesome bike reflectors that make you visible at night.",Beginning 2019 We successfully launched our 2nd Kickstarter  WHEEL & FRAME FLASH Hi-Vis Bike reflectors.,1
We were thrilled to kick off 2019 with our 2nd successful Kickstarter campaign for WHEEL & FRAME FLASH Hi-Vis Bike reflectors. These are amazing accessories that make your bike stand out and keep you safe on the road.,Beginning 2019 We successfully launched our 2nd Kickstarter  WHEEL & FRAME FLASH Hi-Vis Bike reflectors.,1
"In 2019, we achieved our second Kickstarter goal and introduced WHEEL & FRAME FLASH, our innovative bike reflectors that enhance visibility and safety.",Beginning 2019 We successfully launched our 2nd Kickstarter  WHEEL & FRAME FLASH Hi-Vis Bike reflectors.,1
"The success of our first two campaigns in 2017 and 2019 established a solid foundation for our company, allowing us to manufacture and ship over 25,000 cycling products to customers in more than 110 countries","The success of our first two campaigns, in 2017 | 2019, laid a strong foundation for our company and since then we have manufactured and shipped over 25,000 cycling products to customers across 110+ countries.",1
"Thanks to the success of our first two campaigns in 2017 and 2019, we’ve built a strong foundation and have since made and shipped over 25,000 cycling products to customers in 110+ countries.","The success of our first two campaigns, in 2017 | 2019, laid a strong foundation for our company and since then we have manufactured and shipped over 25,000 cycling products to customers across 110+ countries.",1
